,Dalc,Fedu,Fjob,G1_mat,G1_por,G2_mat,G2_por,G3_mat,G3_por,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,hash,health,higher,in_Math,in_Portuguese,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
126,1,4,other,7.0,10.0,10.0,11.0,11.0,11.0,3,other,A,1,0,yes,U,15,0,5,LE3,no,3,2,mother,-4655552486498925473,1,yes,1,1,yes,yes,no,home,yes,GP,yes,F,2,1
127,1,1,other,7.0,9.0,8.0,10.0,9.0,11.0,0,at_home,T,1,0,no,U,19,2,3,GT3,yes,4,2,other,-29654538452207200,5,no,1,1,no,no,no,course,no,GP,no,F,2,1
128,2,4,teacher,18.0,14.0,18.0,14.0,18.0,15.0,4,teacher,T,5,8,yes,R,16,0,3,GT3,no,5,5,mother,-7594276794180864250,4,yes,1,1,yes,yes,no,course,no,GP,no,M,1,1
129,2,3,other,,13.0,,12.0,,13.0,2,other,T,2,4,no,U,16,0,3,GT3,yes,2,3,mother,-8956169498325238070,1,yes,0,1,yes,no,no,course,yes,GP,no,M,3,2
130,2,4,teacher,12.0,10.0,0.0,11.0,0.0,12.0,3,services,T,2,0,no,R,15,0,4,GT3,yes,2,2,father,6858150991955561697,5,yes,1,1,yes,yes,no,course,yes,GP,no,F,3,2
131,1,1,other,,10.0,,9.0,,8.0,2,services,T,3,10,yes,U,18,3,5,GT3,yes,4,5,mother,7324753241058396062,5,no,0,1,yes,yes,no,reputation,yes,GP,no,F,2,1
132,1,1,other,,11.0,,10.0,,11.0,2,other,A,2,8,no,U,17,0,3,LE3,yes,2,2,mother,3427187996151101853,5,yes,0,1,yes,yes,no,course,no,GP,no,F,1,3
133,1,1,other,8.0,11.0,0.0,12.0,0.0,13.0,1,at_home,T,2,6,yes,U,15,0,4,GT3,yes,3,3,mother,8714036483082199189,4,yes,1,1,yes,no,no,course,yes,GP,no,F,1,3
134,1,2,other,10.0,13.0,13.0,12.0,12.0,12.0,2,other,T,3,2,no,U,17,0,3,LE3,yes,4,4,father,4936475623277272287,5,yes,1,1,yes,yes,no,course,yes,GP,no,F,1,1
135,1,4,other,12.0,15.0,11.0,13.0,11.0,14.0,3,services,A,4,12,no,U,16,0,3,GT3,no,2,1,father,-7786886295404388457,5,yes,1,1,yes,yes,no,course,no,GP,no,F,1,1
136,1,1,other,,9.0,,9.0,,11.0,2,at_home,T,1,4,no,U,16,0,3,GT3,no,2,1,mother,-1546613922092854764,2,yes,0,1,no,yes,no,course,no,GP,no,M,1,4
137,1,2,other,,13.0,,11.0,,11.0,2,other,A,1,12,no,U,16,1,5,GT3,no,3,4,mother,-5516251021630938703,5,yes,0,1,no,yes,no,home,no,GP,no,F,1,1
138,1,4,teacher,9.0,12.0,0.0,11.0,0.0,11.0,3,at_home,T,1,2,no,R,15,0,5,GT3,yes,3,3,mother,655186859520760025,5,yes,1,1,no,yes,no,course,yes,GP,no,M,2,4
139,1,4,at_home,11.0,13.0,0.0,14.0,0.0,15.0,4,services,T,1,4,yes,U,15,0,4,GT3,yes,3,3,mother,-5529323587632411412,5,yes,1,1,yes,yes,no,course,yes,GP,no,F,3,1
140,2,4,other,10.0,10.0,0.0,9.0,0.0,10.0,3,at_home,T,4,2,no,R,17,0,5,GT3,no,4,5,mother,8153365579366256935,5,yes,1,1,no,yes,no,course,no,GP,no,M,2,3
141,1,1,other,,14.0,,13.0,,13.0,1,at_home,T,1,0,no,R,16,0,5,GT3,yes,1,3,mother,-3923311573857298780,3,yes,0,1,no,yes,no,course,no,GP,no,F,2,4
142,4,1,services,,11.0,,11.0,,12.0,3,services,T,5,2,yes,U,18,0,3,LE3,no,3,4,mother,-3744564993341985023,4,yes,0,1,yes,yes,no,course,yes,GP,no,M,1,2
143,5,2,services,,12.0,,11.0,,11.0,3,other,A,1,10,yes,U,18,0,4,GT3,yes,3,3,other,-8190106064770357760,5,yes,0,1,yes,no,no,course,yes,GP,no,F,3,1
144,1,1,services,,12.0,,11.0,,11.0,1,other,T,2,8,yes,R,16,0,3,GT3,yes,3,3,mother,155216559275166810,1,yes,0,1,no,yes,no,reputation,yes,GP,no,F,1,2
145,1,3,other,4.0,9.0,0.0,9.0,0.0,10.0,3,other,A,1,4,yes,U,16,0,4,GT3,yes,3,2,other,1792046183022558226,5,yes,1,1,yes,no,no,course,yes,GP,no,F,1,2
146,1,1,other,14.0,10.0,12.0,10.0,12.0,10.0,1,services,T,3,0,no,U,16,2,4,LE3,no,4,4,mother,-8832524544596713570,5,yes,1,1,no,yes,no,course,yes,GP,no,M,2,1
147,1,4,teacher,16.0,13.0,16.0,14.0,15.0,14.0,4,teacher,T,1,6,yes,U,15,0,4,GT3,no,3,2,mother,3562137780799902225,5,yes,1,1,yes,yes,no,course,no,GP,no,F,1,2
148,1,1,other,,8.0,,9.0,,9.0,1,other,T,1,2,yes,R,15,1,5,GT3,no,5,5,mother,249728653517416934,1,yes,0,1,yes,yes,no,course,yes,GP,no,F,1,3
149,1,3,services,7.0,9.0,9.0,11.0,0.0,11.0,4,teacher,T,1,6,no,U,15,0,2,GT3,yes,2,2,father,-4574617242172847473,3,yes,1,1,yes,yes,no,course,no,GP,yes,M,4,2
150,2,3,services,,9.0,,8.0,,9.0,3,services,A,3,24,no,U,15,0,1,GT3,no,3,2,mother,-708381012527797513,1,yes,0,1,no,no,no,home,yes,GP,no,F,2,1
151,1,4,services,13.0,15.0,12.0,13.0,12.0,13.0,4,services,T,3,0,yes,U,16,0,5,GT3,yes,3,3,mother,-3155283312154993877,5,yes,1,1,yes,yes,no,course,no,GP,no,M,3,1
152,2,2,services,9.0,12.0,9.0,11.0,9.0,11.0,2,services,T,2,4,yes,U,16,0,2,LE3,yes,3,3,father,3069263312263502743,2,yes,1,1,yes,yes,no,reputation,no,GP,no,M,1,2
153,1,4,services,9.0,13.0,11.0,13.0,11.0,13.0,4,teacher,T,1,2,yes,U,15,0,4,GT3,yes,2,2,mother,-7573580235546871759,5,yes,1,1,yes,yes,no,course,no,GP,no,F,3,1
154,3,1,at_home,14.0,10.0,14.0,11.0,13.0,11.0,1,at_home,T,3,4,no,U,16,0,3,LE3,no,4,4,mother,-2974871744939084644,1,yes,1,1,yes,yes,no,course,no,GP,no,F,1,1
155,1,1,other,8.0,9.0,8.0,7.0,10.0,6.0,2,other,T,2,22,no,U,17,0,5,GT3,yes,4,5,mother,6097192391960956156,5,yes,1,1,yes,yes,no,home,no,GP,no,M,1,1
156,1,1,services,8.0,12.0,11.0,12.0,11.0,12.0,1,other,T,2,0,no,U,15,0,4,GT3,yes,4,2,father,-7563223979028355981,5,yes,1,1,yes,yes,no,course,no,GP,no,F,2,1
157,1,1,other,,11.0,,10.0,,10.0,2,at_home,A,1,0,yes,U,15,0,4,LE3,yes,4,2,mother,-6383515431565446246,5,no,0,1,yes,yes,no,home,yes,GP,no,F,1,2
158,1,2,services,6.0,11.0,7.0,11.0,0.0,11.0,3,health,T,1,2,no,U,15,1,3,GT3,yes,3,2,father,-4921445237913090659,3,yes,1,1,yes,yes,no,home,no,GP,no,F,2,1
159,1,2,other,10.0,13.0,11.0,12.0,11.0,13.0,1,at_home,T,1,6,no,U,15,0,4,GT3,yes,3,2,mother,8611172931382600475,5,yes,1,1,yes,no,no,course,no,GP,no,F,2,1
160,2,2,services,,11.0,,11.0,,11.0,1,at_home,T,4,6,no,U,15,0,2,GT3,no,3,4,father,-3132713641981845844,1,yes,0,1,no,no,no,course,yes,GP,no,F,2,1
161,2,4,teacher,15.0,9.0,15.0,9.0,16.0,8.0,4,teacher,T,1,16,no,U,16,0,3,GT3,yes,3,2,mother,7422300338355112092,5,no,1,1,yes,yes,no,course,yes,GP,no,M,1,1
162,2,1,other,8.0,12.0,9.0,11.0,10.0,11.0,2,services,A,5,0,no,U,15,0,4,LE3,no,5,5,mother,6210013238705945249,5,yes,1,1,yes,yes,no,course,no,GP,no,M,1,4
163,2,1,other,6.0,11.0,5.0,9.0,0.0,0.0,1,other,T,5,0,no,U,18,2,2,LE3,no,3,5,mother,3096467708144017722,4,no,1,1,yes,yes,no,course,yes,GP,no,M,1,1
164,3,1,other,12.0,9.0,13.0,10.0,14.0,10.0,2,at_home,T,5,6,yes,U,16,1,4,LE3,no,4,4,mother,3520647352354422287,5,yes,1,1,no,yes,no,course,yes,GP,no,M,1,1
165,2,3,services,10.0,13.0,10.0,13.0,10.0,13.0,3,services,T,3,2,yes,R,15,0,4,GT3,yes,2,1,other,3949116439867787078,3,yes,1,1,yes,yes,yes,reputation,yes,GP,no,F,3,2
166,1,2,at_home,5.0,11.0,0.0,9.0,0.0,11.0,3,services,T,1,6,no,U,19,0,4,GT3,yes,5,4,mother,-2583542991651798921,4,no,1,1,yes,yes,no,home,yes,GP,no,M,1,1
167,1,4,teacher,11.0,13.0,11.0,13.0,12.0,13.0,4,other,T,1,0,no,U,17,0,4,GT3,yes,2,1,mother,3445568492620521599,4,yes,1,1,no,yes,no,course,yes,GP,yes,F,1,1
168,1,3,services,11.0,7.0,8.0,8.0,8.0,8.0,2,at_home,T,1,0,yes,R,15,0,4,GT3,no,4,4,mother,-149797306866804736,1,yes,1,1,no,yes,yes,course,no,GP,yes,M,2,1
169,3,2,other,16.0,9.0,12.0,8.0,13.0,10.0,1,other,T,3,14,no,R,17,3,2,LE3,no,2,2,mother,6451628080597299085,5,yes,1,1,no,yes,no,reputation,no,GP,no,M,1,1
170,1,1,other,9.0,11.0,8.0,10.0,10.0,11.0,1,at_home,T,5,6,yes,R,18,3,5,GT3,yes,2,5,mother,8614877000920563759,4,yes,1,1,no,no,no,course,no,GP,no,F,1,3
171,1,2,other,17.0,12.0,15.0,10.0,15.0,11.0,2,at_home,T,2,4,no,R,16,0,4,GT3,no,2,2,mother,3816977726013140465,3,yes,1,1,no,no,no,course,no,GP,no,M,1,3
172,4,3,services,10.0,10.0,12.0,10.0,12.0,1.0,3,other,T,4,0,no,U,16,1,4,GT3,yes,5,5,father,1544291886715277608,5,yes,1,1,yes,yes,no,course,yes,GP,no,M,2,1
173,3,2,services,,9.0,,8.0,,10.0,1,health,T,5,0,no,U,16,2,4,LE3,no,4,5,mother,-575799276732386594,5,yes,0,1,yes,no,no,course,no,GP,no,M,1,2
174,2,1,other,7.0,8.0,6.0,8.0,0.0,9.0,2,at_home,T,2,8,yes,R,17,1,3,LE3,no,3,2,mother,636929351348499013,5,no,1,1,yes,yes,yes,course,yes,GP,no,M,1,2
175,1,2,other,,7.0,,6.0,,8.0,3,other,T,4,4,no,R,17,2,4,GT3,yes,4,4,mother,-8107285505589596605,3,yes,0,1,yes,yes,no,course,yes,GP,yes,M,2,2
176,2,2,other,,8.0,,9.0,,10.0,1,other,T,4,2,yes,U,15,0,4,LE3,no,4,4,mother,1465382093039348167,5,yes,0,1,no,yes,no,course,no,GP,no,M,1,2
177,1,3,services,,9.0,,8.0,,8.0,1,at_home,T,4,2,no,U,16,1,5,GT3,no,3,3,father,-269019164091677834,2,no,0,1,yes,yes,no,course,no,GP,no,M,1,1
178,1,1,services,5.0,8.0,8.0,8.0,7.0,8.0,1,other,T,5,0,yes,R,17,0,5,LE3,no,3,5,mother,-3665856932634825115,5,no,1,1,no,yes,no,course,yes,GP,no,M,2,4
179,1,2,services,,8.0,,7.0,,8.0,3,services,T,1,10,yes,U,17,3,4,GT3,yes,5,2,mother,-5566467682571731809,2,no,0,1,no,no,no,course,no,GP,no,M,1,2
180,2,2,other,10.0,9.0,10.0,10.0,10.0,11.0,2,other,T,4,0,no,U,16,0,4,GT3,no,3,5,father,4691315172037053794,4,no,1,1,yes,yes,no,course,no,GP,no,M,2,1
181,1,2,services,14.0,17.0,15.0,17.0,16.0,18.0,4,health,T,1,0,no,U,16,0,4,GT3,no,2,3,father,-5444586357301656509,3,yes,1,1,yes,yes,no,home,yes,GP,no,F,2,1
182,1,2,other,6.0,12.0,7.0,12.0,0.0,13.0,2,other,T,1,0,no,U,16,0,5,GT3,yes,1,5,mother,-2094616655636190518,4,yes,1,1,yes,no,no,home,no,GP,no,F,2,1
183,1,4,health,14.0,16.0,14.0,16.0,14.0,17.0,4,health,T,1,0,no,U,16,0,4,GT3,yes,4,2,mother,-6075549934926788915,3,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,2,1
184,2,4,other,6.0,9.0,5.0,9.0,0.0,10.0,3,other,T,4,4,yes,U,16,1,3,GT3,yes,4,5,father,-3932980854463602937,2,yes,1,1,yes,no,no,course,no,GP,no,M,1,3
185,1,0,other,13.0,16.0,15.0,17.0,16.0,18.0,1,other,T,1,0,yes,U,16,0,4,GT3,yes,3,2,mother,8435691556252534103,3,yes,1,1,yes,yes,no,reputation,yes,GP,no,M,2,2
186,1,4,other,13.0,11.0,11.0,9.0,10.0,10.0,4,teacher,T,3,0,yes,U,17,0,4,LE3,yes,4,4,mother,-8699764335246854014,5,yes,1,1,yes,yes,no,reputation,no,GP,no,M,2,1
187,1,3,services,8.0,14.0,7.0,13.0,0.0,13.0,1,at_home,T,1,0,yes,U,16,0,4,GT3,no,3,5,mother,-1961307366383892112,3,yes,1,1,yes,no,no,home,yes,GP,no,F,2,1
188,1,3,other,10.0,14.0,11.0,14.0,9.0,15.0,3,other,T,1,0,yes,U,16,0,4,LE3,yes,4,5,mother,2951450237052478422,4,yes,1,1,yes,yes,no,reputation,no,GP,no,F,2,2
189,4,3,other,10.0,10.0,9.0,11.0,9.0,11.0,4,teacher,T,4,0,yes,U,17,0,4,LE3,no,4,4,mother,1847618794400726720,4,yes,1,1,yes,yes,no,course,no,GP,no,M,2,2
190,1,2,other,13.0,13.0,13.0,12.0,11.0,14.0,2,services,T,4,0,yes,U,16,0,3,GT3,no,4,4,mother,-5027075190352157336,5,yes,1,1,yes,no,no,reputation,no,GP,no,F,2,2
191,1,3,other,6.0,11.0,5.0,9.0,6.0,10.0,3,other,T,4,4,yes,U,17,0,4,GT3,no,3,4,father,8861989892483771898,4,yes,1,1,yes,no,no,reputation,no,GP,no,M,2,1
192,3,2,services,10.0,10.0,8.0,9.0,9.0,11.0,4,teacher,T,4,8,yes,R,16,0,4,GT3,yes,3,3,mother,-3313269959970656214,3,yes,1,1,yes,yes,no,other,yes,GP,no,M,1,1
193,1,3,other,10.0,11.0,10.0,11.0,11.0,13.0,4,other,T,1,4,yes,U,17,0,5,GT3,yes,2,3,mother,1885136549116039336,2,yes,1,1,yes,yes,yes,course,yes,GP,no,M,2,1
194,2,3,other,9.0,11.0,8.0,10.0,8.0,11.0,4,teacher,T,3,4,yes,U,16,0,3,GT3,yes,4,3,mother,4120446117070141914,3,yes,1,1,yes,yes,yes,home,no,GP,no,M,2,1
195,1,3,other,16.0,11.0,18.0,12.0,18.0,13.0,3,services,T,2,0,yes,U,16,0,4,GT3,no,2,3,mother,-735636923648698842,3,yes,1,1,yes,yes,no,home,yes,GP,no,M,2,1
196,2,4,services,16.0,17.0,17.0,18.0,17.0,17.0,2,services,T,3,0,yes,U,17,0,5,GT3,yes,4,2,father,73212023978631385,5,yes,1,1,no,yes,no,reputation,no,GP,no,F,2,1
197,2,3,other,9.0,14.0,9.0,13.0,8.0,14.0,3,other,T,3,32,yes,U,17,0,5,LE3,yes,3,3,mother,6861872239496905860,1,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,2,1
198,1,2,other,12.0,14.0,13.0,15.0,12.0,16.0,3,other,T,2,8,no,U,16,0,1,GT3,yes,2,2,mother,4205410484384694030,1,yes,1,1,yes,yes,no,reputation,no,GP,no,F,2,1
199,2,3,services,12.0,11.0,12.0,13.0,11.0,14.0,3,services,T,3,6,yes,U,17,0,4,GT3,yes,3,4,mother,-7190373130042277983,4,yes,1,1,yes,yes,no,other,yes,GP,no,M,2,1
200,1,2,services,11.0,10.0,12.0,9.0,11.0,11.0,1,services,T,2,0,yes,U,16,0,3,GT3,yes,3,3,mother,-5186662199189903825,3,yes,1,1,yes,yes,no,other,yes,GP,no,M,1,1
201,1,1,other,15.0,13.0,15.0,14.0,15.0,16.0,2,other,T,2,0,yes,U,16,0,4,LE3,no,2,3,mother,1976186752091136731,5,yes,1,1,yes,yes,no,course,yes,GP,no,M,2,1
202,1,3,other,8.0,12.0,7.0,13.0,9.0,14.0,3,health,A,3,10,no,U,17,0,3,GT3,yes,3,3,mother,-5502859442235862568,3,yes,1,1,yes,no,no,reputation,yes,GP,no,F,2,1
203,1,2,other,8.0,9.0,9.0,9.0,10.0,10.0,1,at_home,T,5,6,no,R,17,0,3,GT3,no,1,3,mother,-856539131867927643,3,yes,1,1,no,yes,no,home,no,GP,no,M,2,1
204,1,3,services,11.0,12.0,12.0,12.0,13.0,13.0,2,services,T,1,6,no,U,16,0,4,GT3,no,3,3,mother,7902795783411993699,2,yes,1,1,yes,yes,no,course,no,GP,no,F,2,1
205,1,1,services,8.0,12.0,8.0,11.0,9.0,12.0,1,at_home,T,1,0,yes,U,17,0,5,GT3,no,3,3,mother,-1337239105168469190,3,yes,1,1,yes,yes,no,course,no,GP,no,F,2,1
206,4,2,services,7.0,10.0,8.0,11.0,8.0,12.0,1,at_home,T,5,16,yes,U,17,0,4,GT3,no,4,4,other,-5614723183704466690,5,yes,1,1,yes,no,no,other,no,GP,no,M,2,2
207,3,3,services,8.0,11.0,9.0,10.0,10.0,10.0,3,services,T,4,0,yes,R,16,0,4,GT3,yes,3,2,mother,-1949762872979109641,5,yes,1,1,yes,yes,no,reputation,no,GP,no,M,1,1
208,1,3,other,13.0,13.0,14.0,12.0,14.0,12.0,2,other,T,1,0,no,U,16,0,5,GT3,no,3,3,father,1059754116543216536,3,yes,1,1,yes,yes,no,home,no,GP,no,M,1,2
209,1,4,services,14.0,14.0,15.0,15.0,15.0,16.0,2,services,T,1,8,yes,U,17,0,4,LE3,no,3,2,father,1779447551947005873,5,yes,1,1,yes,yes,no,course,yes,GP,no,F,2,1
210,1,4,teacher,17.0,13.0,15.0,13.0,16.0,14.0,4,services,T,2,4,no,U,17,0,5,GT3,no,2,3,mother,4503477179411488657,5,yes,1,1,yes,yes,no,home,no,GP,no,M,1,1
211,3,3,other,9.0,10.0,9.0,11.0,10.0,12.0,3,teacher,T,5,16,yes,R,16,0,3,LE3,yes,3,4,father,-3254226419403737126,3,yes,1,1,yes,yes,no,home,no,GP,no,M,1,3
212,2,4,teacher,18.0,14.0,18.0,15.0,18.0,16.0,4,services,T,3,30,no,U,17,1,4,GT3,yes,2,4,mother,-253138749112711408,2,yes,1,1,yes,yes,no,home,no,GP,no,F,1,2
213,1,4,teacher,9.0,11.0,9.0,10.0,10.0,11.0,4,teacher,T,2,0,no,U,16,0,4,LE3,yes,5,2,mother,4863623929833353680,3,yes,1,1,yes,yes,no,reputation,no,GP,no,F,2,1
214,1,3,other,16.0,14.0,16.0,14.0,16.0,15.0,4,health,T,5,2,yes,U,16,0,4,GT3,yes,3,5,mother,-2130815169277997102,2,yes,1,1,yes,yes,no,home,no,GP,no,F,2,1
215,1,3,other,8.0,11.0,10.0,12.0,10.0,12.0,2,other,T,3,4,yes,U,16,0,4,GT3,yes,4,3,mother,-276635162127300608,4,yes,1,1,no,yes,no,reputation,no,GP,yes,F,2,1
216,1,1,other,9.0,14.0,9.0,15.0,10.0,15.0,1,other,T,3,0,no,U,17,0,4,GT3,yes,4,4,mother,-4146145432825901150,1,yes,1,1,no,no,no,course,no,GP,no,F,2,1
217,1,2,other,7.0,13.0,6.0,13.0,6.0,13.0,2,other,T,2,21,no,R,17,0,5,GT3,yes,3,2,mother,8679360657668735554,3,yes,1,1,yes,yes,no,reputation,no,GP,no,F,1,1
218,1,2,services,10.0,13.0,10.0,13.0,11.0,13.0,2,services,T,1,6,yes,R,16,0,5,GT3,yes,3,5,mother,-745327203938228153,5,yes,1,1,yes,no,no,reputation,no,GP,no,F,4,2
219,3,4,services,10.0,8.0,9.0,9.0,9.0,8.0,3,at_home,T,4,14,no,U,17,1,4,GT3,yes,4,3,mother,-8626950407887316629,5,yes,1,1,yes,yes,yes,home,yes,GP,no,F,3,1
220,2,1,other,7.0,11.0,7.0,11.0,7.0,12.0,3,services,A,2,2,no,U,16,0,2,GT3,yes,3,3,mother,1484721867366589184,4,yes,1,1,yes,yes,no,course,no,GP,no,F,2,1
221,1,3,other,11.0,14.0,12.0,15.0,13.0,15.0,4,teacher,T,1,4,yes,U,16,0,1,GT3,no,3,2,mother,-1819062115487797441,1,yes,1,1,yes,yes,no,other,yes,GP,no,F,2,1
222,1,1,other,9.0,12.0,9.0,13.0,10.0,13.0,1,at_home,T,4,2,no,U,16,0,4,GT3,yes,3,2,mother,-8656780556512158087,5,yes,1,1,no,yes,no,home,no,GP,no,F,1,2
223,1,3,other,7.0,11.0,7.0,12.0,7.0,12.0,4,teacher,T,1,0,yes,R,17,0,4,GT3,yes,4,2,mother,5777247150820848088,4,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,3,2
224,1,3,other,8.0,12.0,8.0,12.0,8.0,12.0,3,other,T,2,4,yes,U,19,0,4,GT3,yes,3,3,other,-3187829651127193824,3,yes,1,1,yes,yes,no,reputation,no,GP,no,F,4,1
225,4,4,other,12.0,13.0,12.0,12.0,13.0,12.0,4,services,T,5,15,no,U,17,0,5,LE3,yes,3,5,mother,6219911084649736727,3,yes,1,1,yes,yes,no,home,yes,GP,no,M,2,1
226,1,2,other,12.0,13.0,13.0,13.0,14.0,13.0,2,other,A,1,0,no,U,16,0,3,GT3,yes,3,4,mother,-540491288150237413,4,yes,1,1,yes,yes,no,reputation,no,GP,yes,F,2,1
227,2,2,other,6.0,12.0,7.0,11.0,8.0,11.0,2,services,T,4,10,yes,U,18,0,4,GT3,yes,4,4,mother,8396733490644955018,5,yes,1,1,yes,yes,no,home,no,GP,no,M,2,1
228,1,4,other,8.0,12.0,10.0,11.0,10.0,11.0,4,services,T,2,6,no,R,17,0,5,LE3,yes,2,1,mother,5601103663480137911,3,yes,1,1,no,yes,no,other,no,GP,no,F,1,1
229,1,2,other,14.0,14.0,15.0,16.0,15.0,15.0,3,other,T,3,2,no,U,17,0,4,LE3,no,4,4,mother,-5217563409208518103,1,yes,1,1,yes,yes,no,reputation,no,GP,no,F,2,2
230,2,3,other,6.0,11.0,6.0,9.0,4.0,10.0,4,other,T,4,16,no,U,17,0,3,GT3,no,4,5,mother,4976577027628115172,1,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,2,1
231,2,3,health,6.0,10.0,6.0,10.0,8.0,10.0,3,services,T,4,10,no,U,18,0,3,LE3,yes,2,4,father,3289002356683747933,4,yes,1,1,yes,yes,no,home,no,GP,no,M,2,1
232,1,3,other,7.0,12.0,7.0,13.0,8.0,13.0,2,at_home,T,4,4,no,U,17,0,3,GT3,yes,3,3,father,6524151926027309586,3,yes,1,1,no,yes,no,home,no,GP,no,F,1,2
233,1,2,at_home,9.0,12.0,10.0,12.0,10.0,13.0,2,at_home,T,1,0,yes,U,17,0,4,GT3,yes,3,3,mother,-6441323114675888479,4,yes,1,1,yes,yes,no,course,no,GP,no,F,3,1
234,1,1,services,6.0,11.0,6.0,10.0,6.0,11.0,2,at_home,T,2,0,yes,R,17,0,4,GT3,yes,2,5,mother,-5437932415636009803,5,yes,1,1,yes,yes,no,reputation,no,GP,no,F,2,2
235,1,1,other,6.0,12.0,5.0,12.0,0.0,12.0,1,at_home,T,1,12,yes,U,17,0,4,GT3,yes,3,4,mother,-1846688963652779370,5,yes,1,1,no,yes,no,reputation,yes,GP,no,F,3,1
236,1,3,teacher,16.0,13.0,16.0,13.0,17.0,14.0,2,services,T,1,0,no,U,16,0,2,GT3,no,3,1,mother,7529908541335058090,3,yes,1,1,yes,yes,no,other,no,GP,yes,F,2,1
237,5,2,other,12.0,10.0,13.0,9.0,13.0,10.0,2,other,T,5,9,no,U,18,3,3,GT3,yes,3,3,mother,-5167868819635321252,4,yes,1,1,yes,yes,yes,home,no,GP,no,M,2,2
238,1,4,services,13.0,15.0,13.0,16.0,14.0,16.0,4,teacher,T,1,4,yes,U,16,0,5,GT3,yes,3,2,mother,2102820341256427377,5,yes,1,1,yes,no,no,home,no,GP,no,F,3,1
239,1,1,other,9.0,8.0,8.0,8.0,7.0,8.0,3,other,T,1,4,yes,R,18,0,5,GT3,no,3,3,mother,-7406927376714611224,4,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,2,1
240,1,2,other,16.0,17.0,15.0,18.0,15.0,17.0,3,other,T,3,2,yes,U,17,0,5,GT3,no,3,4,mother,6058334651253345493,3,yes,1,1,yes,no,no,course,no,GP,no,F,2,1
241,1,3,services,12.0,10.0,11.0,11.0,12.0,11.0,2,services,T,3,0,no,U,17,0,5,LE3,yes,3,3,father,5595431347864034034,3,yes,1,1,yes,no,no,reputation,no,GP,no,M,2,1
242,4,1,other,10.0,9.0,8.0,10.0,9.0,11.0,2,at_home,T,5,2,yes,U,18,0,4,LE3,yes,3,2,mother,1084529560837696548,3,yes,1,1,yes,yes,no,course,yes,GP,yes,M,2,4
243,1,1,other,12.0,15.0,10.0,15.0,12.0,16.0,2,other,A,2,0,yes,U,17,0,3,GT3,no,2,3,mother,5496059611320098105,3,yes,1,1,yes,yes,no,course,yes,GP,no,F,3,2
244,1,3,other,13.0,14.0,13.0,12.0,14.0,12.0,4,health,T,2,0,yes,U,17,0,3,LE3,no,2,3,father,-996407943151813994,3,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,2,1
245,1,2,other,11.0,12.0,11.0,13.0,11.0,13.0,2,other,T,1,0,yes,R,17,0,4,GT3,yes,5,2,father,-2573123174164578501,1,yes,1,1,yes,yes,no,course,no,GP,no,M,2,2
246,1,4,teacher,11.0,13.0,9.0,13.0,9.0,13.0,4,teacher,T,3,0,yes,U,17,0,4,GT3,yes,5,5,mother,-7631883771141099387,2,yes,1,1,yes,yes,no,reputation,yes,GP,yes,M,2,1
247,2,4,other,14.0,13.0,13.0,13.0,13.0,14.0,4,health,T,4,0,yes,U,16,0,4,GT3,yes,2,4,father,523668637213069636,1,yes,1,1,yes,yes,no,reputation,no,GP,no,M,2,1
248,1,1,other,9.0,9.0,7.0,9.0,6.0,9.0,1,other,T,1,2,no,U,16,0,3,LE3,yes,4,2,mother,3065753841057319573,5,yes,1,1,yes,yes,no,home,no,GP,no,M,2,2
249,1,2,other,11.0,12.0,9.0,12.0,10.0,12.0,3,at_home,T,3,0,yes,U,16,0,5,GT3,no,3,3,mother,4286559418219187733,2,yes,1,1,yes,yes,no,reputation,yes,GP,no,M,3,2
250,5,2,other,14.0,16.0,13.0,16.0,13.0,16.0,2,other,T,5,0,yes,U,17,0,4,LE3,no,4,2,father,-1955631841503136718,4,yes,1,1,yes,no,no,home,yes,GP,no,M,2,1
251,1,1,other,13.0,9.0,12.0,10.0,12.0,10.0,2,other,T,1,4,no,U,16,0,4,GT3,no,5,2,mother,-3339052531646072976,5,yes,1,1,yes,yes,no,home,yes,GP,no,F,1,1
252,1,1,other,,14.0,,13.0,,13.0,4,other,A,2,0,yes,U,16,0,5,GT3,no,3,3,mother,-1405458698761090721,5,yes,0,1,yes,yes,no,home,yes,GP,no,F,2,1
253,1,4,other,,10.0,,10.0,,10.0,2,services,A,1,18,no,U,18,1,4,LE3,yes,3,3,mother,-8605483275724209767,3,yes,0,1,yes,yes,no,course,no,GP,no,F,2,2
254,1,2,services,,9.0,,8.0,,10.0,2,at_home,T,1,16,no,U,18,1,5,LE3,yes,3,1,mother,2704906196307832532,5,yes,0,1,yes,no,no,course,yes,GP,no,F,2,1
255,1,3,other,,8.0,,7.0,,7.0,3,other,T,1,14,no,U,18,1,4,GT3,no,1,1,mother,1277290930579309065,3,no,0,1,yes,yes,no,course,no,GP,no,F,1,2
